Gene;Androgen human and mouse;Estrogen human and mouse and rat;Glucocorticoid human and mouse and rat;Peroxisome proliferator-activated receptor human and mouse and rat;Progesterone receptor human and mouse;RA human and mouse;Thyroid hormone only mouse
RHBDF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ERF;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC7A2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RRAGC;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RTN4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PXMP4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
L2HGDH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DHX37;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HAX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DPY30;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GPR108;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
H2AFJ;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
KHK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MTHFD1L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAM171B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ABHD4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DCTN3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TCTA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PGS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CDC42EP5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
AFAP1L2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAM160B1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PLA2G15;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
UQCC2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
VPS11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PLAU;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MVB12A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TANK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PTCD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FASTKD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ILVBL;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PAQR7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPP30;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DGAT1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TBL3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DNAJA4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EIF4A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ABCF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ABCC2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RNF167;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CLPP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NCEH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ENPP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SECISBP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CSTB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SOD2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPS26;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ITPA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DUSP7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CLPX;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HMOX2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
BLOC1S4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACOX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PRELID3B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TIMM13;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAR1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PCCA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EXT2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PSMB6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CCDC12;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACAA2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL26;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDUFV2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PSMB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SNX21;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PRKCE;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FMO5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SPOP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TTC39B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
OXLD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPL50;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MFSD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ALDH7A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PPDPF;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PTEN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
KRTCAP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPL47;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MTX2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPS5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PEMT;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
VDAC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
UBLCP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CKAP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM256;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
UQCRQ;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GAPDH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SEMA3A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ARAP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SAMM50;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PSMD10;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HTATIP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
WIPF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PEX26;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EARS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ARL4D;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CMPK1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EMC3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
COX7C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TARBP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZFPL1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ICA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
C1GALT1C1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MIEF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RAPGEF4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SRSF4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM30B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DLST;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HDAC3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CD81;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CYP27A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL29;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL36A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPS5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CYP20A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
THEM4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PEX3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
KDM1B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
UQCRH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
VAPA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NFKBIB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
IGFBP7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ANXA7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
EMD;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FBXO46;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAM49A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SMPD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ADAM11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GTF2A2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PAIP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ANKRD33B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DDX41;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM134;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RNF7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SMARCA2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MPP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACAD9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDST2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CTSS;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ALG12;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PSMB4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NSMF;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC15A3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ATPAF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DNPH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
UQCR10;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
BRF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ARPC3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
POMP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
HPN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SMG9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZDHHC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
ARHGAP30;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
DHRS4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CFAP97;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
COX15;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL18A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CFB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
S100A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
MMS22L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
AMER2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CLEC4F;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CPPED1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
LRP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
PKDCC;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CIB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
THBS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RARRES2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RBP4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
COLEC11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
NAT8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
SERPINA7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
CFH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
GCGR;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
KANK1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
LMAN2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
RBM45;;Estrogen receptors;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM140;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CMC2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
F5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MAOA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LRIG1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LTA4H;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MAF;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LIMCH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PLPP6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRDX4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TPD52;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SDCBP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AKAP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
KDELR2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AP2S1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATP1A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CBX6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EIF3I;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ERGIC2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATG14;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRIM1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AUH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SEC61G;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TSPAN31;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
BTAF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CHEK1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM59;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PKP4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COASY;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POLR3E;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NUDT16L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GPD1L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CDKN1B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NTS;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRKAR2B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GGH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
THG1L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
VPS8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HMG20A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SCCPDH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM33;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SRSF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UHRF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
THBS4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CHD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CHP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GORASP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
YARS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HADHA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TIMM10B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RBM47;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PAM16;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
STAT3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
APMAP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATF4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LMAN2L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMED5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POLR2D;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
WDR13;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NR2C2AP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CHMP4C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
APOO;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL42;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AEN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NIF3L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SSNA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RRAGA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SCPEP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
VBP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PSMA5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MINPP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GNAI1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
IPO4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EMC2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DPM3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RPF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMCO6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FTH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNF44;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COL4A5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
WASHC5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UBE2N;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CENPE;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL58;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SEMA4A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
KIFAP3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CERS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL49;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PEX13;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FAM174A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FBXW9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TRMT10C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
OAZ2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
IFT46;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AUP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SNRPA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FJX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ARMC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
STEAP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NDUFS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TSPO;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NIP7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CNOT2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PSMD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRMT5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ACYP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DEK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FIG4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DAD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HBP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NOL6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COQ5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CCDC77;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MED10;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SGO1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RASSF5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RAB3GAP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM231;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMA16;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PSMD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TFB2M;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EDEM2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PPP1CC;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
OLA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PWP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CCT3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PPOX;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MPV17;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NAA50;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LIN52;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PREP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EEPD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PPIL3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPS36;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TRAPPC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SLC25A25;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TRNT1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CD164;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SECISBP2L;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MINOS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CCDC51;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RAB3D;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
BANF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RCN2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PTDSS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SERBP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GNB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATP6V0D1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AP2M1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TERF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FAM53C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CHCHD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
KDELR1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DMAC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMX2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MINDY1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HRCT1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RHBDD2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SLC22A23;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GON7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NEK6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POLR2E;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PABPN1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TRMT112;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EIF4E2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MXD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GTF3C2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ADGRL1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL19;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PSMC3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
IARS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
API5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ALG5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
WBP11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRMT3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MCOLN1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PPP1R8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RBPJ;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PSMD2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MPDZ;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
BLMH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
