ID;Family;Physiological System;Organ;Species;Gene;Percentile;Discovery Rate;GMFC;cPValue;DOI
3520932;Thyroid hormone receptors;ALL;ALL;House Mouse;Rabep2;79;0,193548387;1,112184336;0,003900137;10.1621/RMOspi4wWY.1
3522681;Thyroid hormone receptors;ALL;ALL;House Mouse;Smc5;79;0,193548387;1,106035296;0,003900137;10.1621/RMOspi4wWY.1
3522504;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc40a1;79;0,193548387;1,213118407;0,003900137;10.1621/RMOspi4wWY.1
3515652;Thyroid hormone receptors;ALL;ALL;House Mouse;Hgsnat;79;0,193548387;1,144781201;0,003900137;10.1621/RMOspi4wWY.1
3515634;Thyroid hormone receptors;ALL;ALL;House Mouse;Hes6;79;0,193548387;1,221452997;0,003900137;10.1621/RMOspi4wWY.1
3515611;Thyroid hormone receptors;ALL;ALL;House Mouse;Helb;79;0,193548387;1,112141676;0,003900137;10.1621/RMOspi4wWY.1
3514633;Thyroid hormone receptors;ALL;ALL;House Mouse;Gas8;79;0,193548387;1,107180479;0,003900137;10.1621/RMOspi4wWY.1
3512632;Thyroid hormone receptors;ALL;ALL;House Mouse;D030056L22Rik;79;0,193548387;1,098480627;0,003900137;10.1621/RMOspi4wWY.1
3512625;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyth3;79;0,193548387;1,116803776;0,003900137;10.1621/RMOspi4wWY.1
3512617;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyr61;79;0,193548387;1,30803337;0,003900137;10.1621/RMOspi4wWY.1
3511665;Thyroid hormone receptors;ALL;ALL;House Mouse;Cetn3;79;0,193548387;1,160598534;0,003900137;10.1621/RMOspi4wWY.1
3510732;Thyroid hormone receptors;ALL;ALL;House Mouse;Bola2;79;0,193548387;1,127407646;0,003900137;10.1621/RMOspi4wWY.1
3510725;Thyroid hormone receptors;ALL;ALL;House Mouse;Bnip3;79;0,193548387;1,238464231;0,003900137;10.1621/RMOspi4wWY.1
3510697;Thyroid hormone receptors;ALL;ALL;House Mouse;Blvra;79;0,193548387;1,099404847;0,003900137;10.1621/RMOspi4wWY.1
3509810;Thyroid hormone receptors;ALL;ALL;House Mouse;Ankrd24;79;0,193548387;1,097086875;0,003900137;10.1621/RMOspi4wWY.1
3519626;Thyroid hormone receptors;ALL;ALL;House Mouse;Pdgfra;79;0,193548387;1,12367679;0,003900137;10.1621/RMOspi4wWY.1
3519621;Thyroid hormone receptors;ALL;ALL;House Mouse;Pde9a;79;0,193548387;1,21272306;0,003900137;10.1621/RMOspi4wWY.1
3516745;Thyroid hormone receptors;ALL;ALL;House Mouse;Klhl9;79;0,193548387;1,127027482;0,003900137;10.1621/RMOspi4wWY.1
3516704;Thyroid hormone receptors;ALL;ALL;House Mouse;Klf6;79;0,193548387;1,266285688;0,003900137;10.1621/RMOspi4wWY.1
3516702;Thyroid hormone receptors;ALL;ALL;House Mouse;Klf4;79;0,193548387;1,167400781;0,003900137;10.1621/RMOspi4wWY.1
3516679;Thyroid hormone receptors;ALL;ALL;House Mouse;Kirrel;79;0,193548387;1,109147795;0,003900137;10.1621/RMOspi4wWY.1
3518467;Thyroid hormone receptors;ALL;ALL;House Mouse;Nap1l4;79;0,193548387;1,090045542;0,003900137;10.1621/RMOspi4wWY.1
3518449;Thyroid hormone receptors;ALL;ALL;House Mouse;Naga;79;0,193548387;1,200787002;0,003900137;10.1621/RMOspi4wWY.1
3519323;Thyroid hormone receptors;ALL;ALL;House Mouse;Oxct1;79;0,193548387;1,262656937;0,003900137;10.1621/RMOspi4wWY.1
3519276;Thyroid hormone receptors;ALL;ALL;House Mouse;Osbpl2;79;0,193548387;1,07508993;0,003900137;10.1621/RMOspi4wWY.1
3519275;Thyroid hormone receptors;ALL;ALL;House Mouse;Osbpl1a;79;0,193548387;1,108267345;0,003900137;10.1621/RMOspi4wWY.1
3519263;Thyroid hormone receptors;ALL;ALL;House Mouse;Orc6;79;0,193548387;1,171379019;0,003900137;10.1621/RMOspi4wWY.1
3523194;Thyroid hormone receptors;ALL;ALL;House Mouse;Stambp;79;0,193548387;1,096961795;0,003900137;10.1621/RMOspi4wWY.1
3523962;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmco3;79;0,193548387;1,116151452;0,003900137;10.1621/RMOspi4wWY.1
3523946;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmbim1;79;0,193548387;1,102584683;0,003900137;10.1621/RMOspi4wWY.1
3523943;Thyroid hormone receptors;ALL;ALL;House Mouse;Tm9sf3;79;0,193548387;1,087213576;0,003900137;10.1621/RMOspi4wWY.1
3521753;Thyroid hormone receptors;ALL;ALL;House Mouse;Sar1b;79;0,193548387;1,147970295;0,003900137;10.1621/RMOspi4wWY.1
3521712;Thyroid hormone receptors;ALL;ALL;House Mouse;S1pr3;79;0,193548387;1,149007985;0,003900137;10.1621/RMOspi4wWY.1
3520685;Thyroid hormone receptors;ALL;ALL;House Mouse;Psmg1;79;0,193548387;1,114591399;0,003900137;10.1621/RMOspi4wWY.1
3522503;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc3a2;79;0,193548387;1,127142781;0,003900137;10.1621/RMOspi4wWY.1
3522450;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc35b2;79;0,193548387;1,17573448;0,003900137;10.1621/RMOspi4wWY.1
3515506;Thyroid hormone receptors;ALL;ALL;House Mouse;Habp4;79;0,193548387;1,123540407;0,003900137;10.1621/RMOspi4wWY.1
3514467;Thyroid hormone receptors;ALL;ALL;House Mouse;Frzb;79;0,193548387;1,214925517;0,003900137;10.1621/RMOspi4wWY.1
3513568;Thyroid hormone receptors;ALL;ALL;House Mouse;Emd;79;0,193548387;1,104953706;0,003900137;10.1621/RMOspi4wWY.1
3513481;Thyroid hormone receptors;ALL;ALL;House Mouse;Eif2s3y;79;0,193548387;1,383842001;0,003900137;10.1621/RMOspi4wWY.1
3512480;Thyroid hormone receptors;ALL;ALL;House Mouse;Cux2;79;0,193548387;1,398181443;0,003900137;10.1621/RMOspi4wWY.1
3511640;Thyroid hormone receptors;ALL;ALL;House Mouse;Cept1;79;0,193548387;1,142732995;0,003900137;10.1621/RMOspi4wWY.1
3511585;Thyroid hormone receptors;ALL;ALL;House Mouse;Cenpb;79;0,193548387;1,111745917;0,003900137;10.1621/RMOspi4wWY.1
3509752;Thyroid hormone receptors;ALL;ALL;House Mouse;Ampd2;79;0,193548387;1,106181555;0,003900137;10.1621/RMOspi4wWY.1
3517711;Thyroid hormone receptors;ALL;ALL;House Mouse;Med4;79;0,193548387;1,100357043;0,003900137;10.1621/RMOspi4wWY.1
3516651;Thyroid hormone receptors;ALL;ALL;House Mouse;Kif20a;79;0,193548387;1,198258093;0,003900137;10.1621/RMOspi4wWY.1
3520054;Thyroid hormone receptors;ALL;ALL;House Mouse;Plk2;79;0,193548387;1,17129848;0,003900137;10.1621/RMOspi4wWY.1
3519031;Thyroid hormone receptors;ALL;ALL;House Mouse;Nub1;79;0,193548387;1,112610142;0,003900137;10.1621/RMOspi4wWY.1
3519022;Thyroid hormone receptors;ALL;ALL;House Mouse;Ntpcr;79;0,193548387;1,12268451;0,003900137;10.1621/RMOspi4wWY.1
3519014;Thyroid hormone receptors;ALL;ALL;House Mouse;Ntm;79;0,193548387;1,137204719;0,003900137;10.1621/RMOspi4wWY.1
3519010;Thyroid hormone receptors;ALL;ALL;House Mouse;Ntan1;79;0,193548387;1,130109243;0,003900137;10.1621/RMOspi4wWY.1
3519007;Thyroid hormone receptors;ALL;ALL;House Mouse;Nt5dc3;79;0,193548387;1,148832141;0,003900137;10.1621/RMOspi4wWY.1
3517426;Thyroid hormone receptors;ALL;ALL;House Mouse;Mad2l2;79;0,193548387;1,136026815;0,003900137;10.1621/RMOspi4wWY.1
3518233;Thyroid hormone receptors;ALL;ALL;House Mouse;Mtg1;79;0,193548387;1,137422895;0,003900137;10.1621/RMOspi4wWY.1
3523156;Thyroid hormone receptors;ALL;ALL;House Mouse;Ssu72;79;0,193548387;1,131136316;0,003900137;10.1621/RMOspi4wWY.1
3523148;Thyroid hormone receptors;ALL;ALL;House Mouse;Sssca1;79;0,193548387;1,13270695;0,003900137;10.1621/RMOspi4wWY.1
3522199;Thyroid hormone receptors;ALL;ALL;House Mouse;Sik1;79;0,193548387;1,25828502;0,003900137;10.1621/RMOspi4wWY.1
3520668;Thyroid hormone receptors;ALL;ALL;House Mouse;Psmd10;79;0,193548387;1,151674039;0,003900137;10.1621/RMOspi4wWY.1
3520665;Thyroid hormone receptors;ALL;ALL;House Mouse;Psmc5;79;0,193548387;1,119465234;0,003900137;10.1621/RMOspi4wWY.1
3523689;Thyroid hormone receptors;ALL;ALL;House Mouse;Tef;79;0,193548387;1,218814267;0,003900137;10.1621/RMOspi4wWY.1
3515472;Thyroid hormone receptors;ALL;ALL;House Mouse;H2afj;79;0,193548387;1,140433426;0,003900137;10.1621/RMOspi4wWY.1
3515450;Thyroid hormone receptors;ALL;ALL;House Mouse;Gypc;79;0,193548387;1,169545977;0,003900137;10.1621/RMOspi4wWY.1
3515426;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtse1;79;0,193548387;1,206857264;0,003900137;10.1621/RMOspi4wWY.1
3515421;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtpbp2;79;0,193548387;1,133691864;0,003900137;10.1621/RMOspi4wWY.1
3515418;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtf3c6;79;0,193548387;1,096742546;0,003900137;10.1621/RMOspi4wWY.1
3515412;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtf3a;79;0,193548387;1,098191962;0,003900137;10.1621/RMOspi4wWY.1
3514394;Thyroid hormone receptors;ALL;ALL;House Mouse;Fosl1;79;0,193548387;1,311781284;0,003900137;10.1621/RMOspi4wWY.1
3513458;Thyroid hormone receptors;ALL;ALL;House Mouse;Ei24;79;0,193548387;1,140018324;0,003900137;10.1621/RMOspi4wWY.1
3513427;Thyroid hormone receptors;ALL;ALL;House Mouse;Efnb1;79;0,193548387;1,122193554;0,003900137;10.1621/RMOspi4wWY.1
3513426;Thyroid hormone receptors;ALL;ALL;House Mouse;Efna5;79;0,193548387;1,154114881;0,003900137;10.1621/RMOspi4wWY.1
3512456;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctsz;79;0,193548387;1,165553011;0,003900137;10.1621/RMOspi4wWY.1
3512427;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctns;79;0,193548387;1,111941548;0,003900137;10.1621/RMOspi4wWY.1
3512421;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctnnal1;79;0,193548387;1,113679685;0,003900137;10.1621/RMOspi4wWY.1
3511540;Thyroid hormone receptors;ALL;ALL;House Mouse;Cds2;79;0,193548387;1,103633939;0,003900137;10.1621/RMOspi4wWY.1
3511529;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdkn2c;79;0,193548387;1,119301181;0,003900137;10.1621/RMOspi4wWY.1
3510618;Thyroid hormone receptors;ALL;ALL;House Mouse;Bcl2l13;79;0,193548387;1,113424208;0,003900137;10.1621/RMOspi4wWY.1
3509681;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldoc;79;0,193548387;1,245030165;0,003900137;10.1621/RMOspi4wWY.1
3509677;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldoa;79;0,193548387;1,162133514;0,003900137;10.1621/RMOspi4wWY.1
3509650;Thyroid hormone receptors;ALL;ALL;House Mouse;Akt3;79;0,193548387;1,107703845;0,003900137;10.1621/RMOspi4wWY.1
3520042;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekho1;79;0,193548387;1,138788638;0,003900137;10.1621/RMOspi4wWY.1
3518921;Thyroid hormone receptors;ALL;ALL;House Mouse;Nr1h2;79;0,193548387;1,087409278;0,003900137;10.1621/RMOspi4wWY.1
3517882;Thyroid hormone receptors;ALL;ALL;House Mouse;Mios;79;0,193548387;1,089828328;0,003900137;10.1621/RMOspi4wWY.1
3516307;Thyroid hormone receptors;ALL;ALL;House Mouse;Irf1;79;0,193548387;1,160835661;0,003900137;10.1621/RMOspi4wWY.1
3516296;Thyroid hormone receptors;ALL;ALL;House Mouse;Iqgap3;79;0,193548387;1,214319268;0,003900137;10.1621/RMOspi4wWY.1
3516295;Thyroid hormone receptors;ALL;ALL;House Mouse;Iqgap2;79;0,193548387;1,163273163;0,003900137;10.1621/RMOspi4wWY.1
3517146;Thyroid hormone receptors;ALL;ALL;House Mouse;Lmbr1l;79;0,193548387;1,126491105;0,003900137;10.1621/RMOspi4wWY.1
3521147;Thyroid hormone receptors;ALL;ALL;House Mouse;Rcn1;79;0,193548387;1,117340368;0,003900137;10.1621/RMOspi4wWY.1
3521136;Thyroid hormone receptors;ALL;ALL;House Mouse;Rcan2;79;0,193548387;1,281605333;0,003900137;10.1621/RMOspi4wWY.1
3521130;Thyroid hormone receptors;ALL;ALL;House Mouse;Rbpms2;79;0,193548387;1,191369048;0,003900137;10.1621/RMOspi4wWY.1
3522901;Thyroid hormone receptors;ALL;ALL;House Mouse;Sp3;79;0,193548387;1,114463338;0,003900137;10.1621/RMOspi4wWY.1
3522890;Thyroid hormone receptors;ALL;ALL;House Mouse;Sox4;79;0,193548387;1,186237028;0,003900137;10.1621/RMOspi4wWY.1
3521961;Thyroid hormone receptors;ALL;ALL;House Mouse;Sema5a;79;0,193548387;1,168020625;0,003900137;10.1621/RMOspi4wWY.1
3523672;Thyroid hormone receptors;ALL;ALL;House Mouse;Tdrd7;79;0,193548387;1,11462454;0,003900137;10.1621/RMOspi4wWY.1
3524512;Thyroid hormone receptors;ALL;ALL;House Mouse;Trit1;79;0,193548387;1,125152096;0,003900137;10.1621/RMOspi4wWY.1
3515404;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtf2h1;79;0,193548387;1,125571466;0,003900137;10.1621/RMOspi4wWY.1
3515402;Thyroid hormone receptors;ALL;ALL;House Mouse;Gtf2f1;79;0,193548387;1,139633206;0,003900137;10.1621/RMOspi4wWY.1
3514364;Thyroid hormone receptors;ALL;ALL;House Mouse;Fmr1;79;0,193548387;1,08805;0,003900137;10.1621/RMOspi4wWY.1
3513378;Thyroid hormone receptors;ALL;ALL;House Mouse;Edem1;79;0,193548387;1,135034032;0,003900137;10.1621/RMOspi4wWY.1
3513363;Thyroid hormone receptors;ALL;ALL;House Mouse;Echs1;79;0,193548387;1,153818714;0,003900137;10.1621/RMOspi4wWY.1
3511410;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd82;79;0,193548387;1,140951563;0,003900137;10.1621/RMOspi4wWY.1
3509632;Thyroid hormone receptors;ALL;ALL;House Mouse;Akr1b10;79;0,193548387;1,20950431;0,003900137;10.1621/RMOspi4wWY.1
3509624;Thyroid hormone receptors;ALL;ALL;House Mouse;Akap9;79;0,193548387;1,105945416;0,003900137;10.1621/RMOspi4wWY.1
3509602;Thyroid hormone receptors;ALL;ALL;House Mouse;Ak2;79;0,193548387;1,156480109;0,003900137;10.1621/RMOspi4wWY.1
3519823;Thyroid hormone receptors;ALL;ALL;House Mouse;Phyh;79;0,193548387;1,184611302;0,003900137;10.1621/RMOspi4wWY.1
3519818;Thyroid hormone receptors;ALL;ALL;House Mouse;Phtf2;79;0,193548387;1,126383006;0,003900137;10.1621/RMOspi4wWY.1
3519817;Thyroid hormone receptors;ALL;ALL;House Mouse;Phtf1;79;0,193548387;1,094252113;0,003900137;10.1621/RMOspi4wWY.1
3518750;Thyroid hormone receptors;ALL;ALL;House Mouse;Nit1;79;0,193548387;1,092693717;0,003900137;10.1621/RMOspi4wWY.1
3518734;Thyroid hormone receptors;ALL;ALL;House Mouse;Nin;79;0,193548387;1,140396863;0,003900137;10.1621/RMOspi4wWY.1
3519499;Thyroid hormone receptors;ALL;ALL;House Mouse;Pcca;79;0,193548387;1,179844131;0,003900137;10.1621/RMOspi4wWY.1
3519497;Thyroid hormone receptors;ALL;ALL;House Mouse;Pcbp3;79;0,193548387;1,110833548;0,003900137;10.1621/RMOspi4wWY.1
3517103;Thyroid hormone receptors;ALL;ALL;House Mouse;Limd1;79;0,193548387;1,093810112;0,003900137;10.1621/RMOspi4wWY.1
3520355;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppp2r5a;79;0,193548387;1,104009185;0,003900137;10.1621/RMOspi4wWY.1
3521098;Thyroid hormone receptors;ALL;ALL;House Mouse;Rbm38;79;0,193548387;1,125273496;0,003900137;10.1621/RMOspi4wWY.1
3524179;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem70;79;0,193548387;1,103902743;0,003900137;10.1621/RMOspi4wWY.1
3522669;Thyroid hormone receptors;ALL;ALL;House Mouse;Smarcb1;79;0,193548387;1,102037491;0,003900137;10.1621/RMOspi4wWY.1
3522661;Thyroid hormone receptors;ALL;ALL;House Mouse;Smap1;79;0,193548387;1,090101907;0,003900137;10.1621/RMOspi4wWY.1
3523397;Thyroid hormone receptors;ALL;ALL;House Mouse;Syce2;79;0,193548387;1,135697485;0,003900137;10.1621/RMOspi4wWY.1
3523390;Thyroid hormone receptors;ALL;ALL;House Mouse;Swi5;79;0,193548387;1,138985007;0,003900137;10.1621/RMOspi4wWY.1
3523360;Thyroid hormone receptors;ALL;ALL;House Mouse;Surf2;79;0,193548387;1,096232896;0,003900137;10.1621/RMOspi4wWY.1
3523359;Thyroid hormone receptors;ALL;ALL;House Mouse;Surf1;79;0,193548387;1,103318412;0,003900137;10.1621/RMOspi4wWY.1
3514282;Thyroid hormone receptors;ALL;ALL;House Mouse;Fgfr3;79;0,193548387;1,141008257;0,003900137;10.1621/RMOspi4wWY.1
3514249;Thyroid hormone receptors;ALL;ALL;House Mouse;Fgd3;79;0,193548387;1,140892694;0,003900137;10.1621/RMOspi4wWY.1
3513329;Thyroid hormone receptors;ALL;ALL;House Mouse;E2f6;79;0,193548387;1,125599292;0,003900137;10.1621/RMOspi4wWY.1
3513324;Thyroid hormone receptors;ALL;ALL;House Mouse;E2f1;79;0,193548387;1,172262392;0,003900137;10.1621/RMOspi4wWY.1
3513288;Thyroid hormone receptors;ALL;ALL;House Mouse;Dync1i2;79;0,193548387;1,106888019;0,003900137;10.1621/RMOspi4wWY.1
3513284;Thyroid hormone receptors;ALL;ALL;House Mouse;Dym;79;0,193548387;1,117636586;0,003900137;10.1621/RMOspi4wWY.1
3512325;Thyroid hormone receptors;ALL;ALL;House Mouse;Crybg3;79;0,193548387;1,161032484;0,003900137;10.1621/RMOspi4wWY.1
3512316;Thyroid hormone receptors;ALL;ALL;House Mouse;Cry2;79;0,193548387;1,134798511;0,003900137;10.1621/RMOspi4wWY.1
3512299;Thyroid hormone receptors;ALL;ALL;House Mouse;Crlf3;79;0,193548387;1,11555611;0,003900137;10.1621/RMOspi4wWY.1
3512288;Thyroid hormone receptors;ALL;ALL;House Mouse;Cript;79;0,193548387;1,109975844;0,003900137;10.1621/RMOspi4wWY.1
3511380;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd38;79;0,193548387;1,113561548;0,003900137;10.1621/RMOspi4wWY.1
3511378;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd36;79;0,193548387;1,300426984;0,003900137;10.1621/RMOspi4wWY.1
3511375;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd320;79;0,193548387;1,086532445;0,003900137;10.1621/RMOspi4wWY.1
3511327;Thyroid hormone receptors;ALL;ALL;House Mouse;Cct8;79;0,193548387;1,111133304;0,003900137;10.1621/RMOspi4wWY.1
3510487;Thyroid hormone receptors;ALL;ALL;House Mouse;Bag3;79;0,193548387;1,165804748;0,003900137;10.1621/RMOspi4wWY.1
3510410;Thyroid hormone receptors;ALL;ALL;House Mouse;Axin2;79;0,193548387;1,18517157;0,003900137;10.1621/RMOspi4wWY.1
3509556;Thyroid hormone receptors;ALL;ALL;House Mouse;Ahnak;79;0,193548387;1,112455667;0,003900137;10.1621/RMOspi4wWY.1
3509536;Thyroid hormone receptors;ALL;ALL;House Mouse;Agpat5;79;0,193548387;1,151256937;0,003900137;10.1621/RMOspi4wWY.1
3509521;Thyroid hormone receptors;ALL;ALL;House Mouse;Agfg1;79;0,193548387;1,139248455;0,003900137;10.1621/RMOspi4wWY.1
3517640;Thyroid hormone receptors;ALL;ALL;House Mouse;Mcm4;79;0,193548387;1,164597283;0,003900137;10.1621/RMOspi4wWY.1
3517637;Thyroid hormone receptors;ALL;ALL;House Mouse;Mcm2;79;0,193548387;1,204980398;0,003900137;10.1621/RMOspi4wWY.1
3516587;Thyroid hormone receptors;ALL;ALL;House Mouse;Kctd2;79;0,193548387;1,127847496;0,003900137;10.1621/RMOspi4wWY.1
3516559;Thyroid hormone receptors;ALL;ALL;House Mouse;Kcnn2;79;0,193548387;1,242192262;0,003900137;10.1621/RMOspi4wWY.1
3519454;Thyroid hormone receptors;ALL;ALL;House Mouse;Parp3;79;0,193548387;1,127174635;0,003900137;10.1621/RMOspi4wWY.1
3518418;Thyroid hormone receptors;ALL;ALL;House Mouse;N4bp3;79;0,193548387;1,115081113;0,003900137;10.1621/RMOspi4wWY.1
3520312;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppp1r15a;79;0,193548387;1,109101583;0,003900137;10.1621/RMOspi4wWY.1
3522381;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a39;79;0,193548387;1,131641714;0,003900137;10.1621/RMOspi4wWY.1
3524148;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem43;79;0,193548387;1,128848972;0,003900137;10.1621/RMOspi4wWY.1
3520852;Thyroid hormone receptors;ALL;ALL;House Mouse;Qtrt1;79;0,193548387;1,170576566;0,003900137;10.1621/RMOspi4wWY.1
3520834;Thyroid hormone receptors;ALL;ALL;House Mouse;Pyroxd1;79;0,193548387;1,153638301;0,003900137;10.1621/RMOspi4wWY.1
3520828;Thyroid hormone receptors;ALL;ALL;House Mouse;Pygb;79;0,193548387;1,154884925;0,003900137;10.1621/RMOspi4wWY.1
3522449;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc35b1;79;0,193548387;1,215109713;0,003900137;10.1621/RMOspi4wWY.1
3522427;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc30a1;79;0,193548387;1,133137601;0,003900137;10.1621/RMOspi4wWY.1
3522426;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc2a9;79;0,193548387;1,234254539;0,003900137;10.1621/RMOspi4wWY.1
3514224;Thyroid hormone receptors;ALL;ALL;House Mouse;Fdxr;79;0,193548387;1,157567879;0,003900137;10.1621/RMOspi4wWY.1
3514195;Thyroid hormone receptors;ALL;ALL;House Mouse;Fbxw4;79;0,193548387;1,080309463;0,003900137;10.1621/RMOspi4wWY.1
3513258;Thyroid hormone receptors;ALL;ALL;House Mouse;Dusp14;79;0,193548387;1,145936996;0,003900137;10.1621/RMOspi4wWY.1
3513225;Thyroid hormone receptors;ALL;ALL;House Mouse;Dsn1;79;0,193548387;1,120181555;0,003900137;10.1621/RMOspi4wWY.1
3512277;Thyroid hormone receptors;ALL;ALL;House Mouse;Creld1;79;0,193548387;1,118400854;0,003900137;10.1621/RMOspi4wWY.1
3512267;Thyroid hormone receptors;ALL;ALL;House Mouse;Creb3l2;79;0,193548387;1,146960685;0,003900137;10.1621/RMOspi4wWY.1
3512258;Thyroid hormone receptors;ALL;ALL;House Mouse;Crat;79;0,193548387;1,145022416;0,003900137;10.1621/RMOspi4wWY.1
3512235;Thyroid hormone receptors;ALL;ALL;House Mouse;Cps1;79;0,193548387;1,148391562;0,003900137;10.1621/RMOspi4wWY.1
3512232;Thyroid hormone receptors;ALL;ALL;House Mouse;Cpox;79;0,193548387;1,180293638;0,003900137;10.1621/RMOspi4wWY.1
3511295;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccnl1;79;0,193548387;1,120707633;0,003900137;10.1621/RMOspi4wWY.1
3510355;Thyroid hormone receptors;ALL;ALL;House Mouse;Atpaf2;79;0,193548387;1,117468048;0,003900137;10.1621/RMOspi4wWY.1
3510344;Thyroid hormone receptors;ALL;ALL;House Mouse;Atp7a;79;0,193548387;1,094647007;0,003900137;10.1621/RMOspi4wWY.1
3510330;Thyroid hormone receptors;ALL;ALL;House Mouse;Atp6v0e;79;0,193548387;1,158589467;0,003900137;10.1621/RMOspi4wWY.1
3510324;Thyroid hormone receptors;ALL;ALL;House Mouse;Atp6v0a2;79;0,193548387;1,10590196;0,003900137;10.1621/RMOspi4wWY.1
3508548;Thyroid hormone receptors;ALL;ALL;House Mouse;2810403A07Rik;79;0,193548387;1,100447128;0,003900137;10.1621/RMOspi4wWY.1
3518820;Thyroid hormone receptors;ALL;ALL;House Mouse;Nmt2;79;0,193548387;1,093286146;0,003900137;10.1621/RMOspi4wWY.1
3518797;Thyroid hormone receptors;ALL;ALL;House Mouse;Nlrp6;79;0,193548387;1,364602025;0,003900137;10.1621/RMOspi4wWY.1
3518374;Thyroid hormone receptors;ALL;ALL;House Mouse;Myo1c;79;0,193548387;1,123991463;0,003900137;10.1621/RMOspi4wWY.1
3517329;Thyroid hormone receptors;ALL;ALL;House Mouse;Lsm4;79;0,193548387;1,130916368;0,003900137;10.1621/RMOspi4wWY.1
3517318;Thyroid hormone receptors;ALL;ALL;House Mouse;Lrwd1;79;0,193548387;1,09984829;0,003900137;10.1621/RMOspi4wWY.1
3522152;Thyroid hormone receptors;ALL;ALL;House Mouse;Sh3yl1;79;0,193548387;1,196450127;0,003900137;10.1621/RMOspi4wWY.1
3522142;Thyroid hormone receptors;ALL;ALL;House Mouse;Sh3glb1;79;0,193548387;1,102811676;0,003900137;10.1621/RMOspi4wWY.1
3523882;Thyroid hormone receptors;ALL;ALL;House Mouse;Timp3;79;0,193548387;1,156556145;0,003900137;10.1621/RMOspi4wWY.1
3523881;Thyroid hormone receptors;ALL;ALL;House Mouse;Timp2;79;0,193548387;1,153127317;0,003900137;10.1621/RMOspi4wWY.1
3523878;Thyroid hormone receptors;ALL;ALL;House Mouse;Timm9;79;0,193548387;1,122552153;0,003900137;10.1621/RMOspi4wWY.1
3523842;Thyroid hormone receptors;ALL;ALL;House Mouse;Thumpd1;79;0,193548387;1,193620659;0,003900137;10.1621/RMOspi4wWY.1
3523841;Thyroid hormone receptors;ALL;ALL;House Mouse;Thtpa;79;0,193548387;1,137279233;0,003900137;10.1621/RMOspi4wWY.1
3522407;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc27a3;79;0,193548387;1,148362007;0,003900137;10.1621/RMOspi4wWY.1
3521419;Thyroid hormone receptors;ALL;ALL;House Mouse;Rnf167;79;0,193548387;1,149387864;0,003900137;10.1621/RMOspi4wWY.1
3515214;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpr155;79;0,193548387;1,232542921;0,003900137;10.1621/RMOspi4wWY.1
3515189;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpm6a;79;0,193548387;1,200825877;0,003900137;10.1621/RMOspi4wWY.1
3515188;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpld1;79;0,193548387;1,190820573;0,003900137;10.1621/RMOspi4wWY.1
3514162;Thyroid hormone receptors;ALL;ALL;House Mouse;Fbxo3;79;0,193548387;1,132347167;0,003900137;10.1621/RMOspi4wWY.1
3514146;Thyroid hormone receptors;ALL;ALL;House Mouse;Fbxl6;79;0,193548387;1,145070986;0,003900137;10.1621/RMOspi4wWY.1
3514141;Thyroid hormone receptors;ALL;ALL;House Mouse;Fbxl20;79;0,193548387;1,129476829;0,003900137;10.1621/RMOspi4wWY.1
3513209;Thyroid hormone receptors;ALL;ALL;House Mouse;Drg1;79;0,193548387;1,110146359;0,003900137;10.1621/RMOspi4wWY.1
3513201;Thyroid hormone receptors;ALL;ALL;House Mouse;Drap1;79;0,193548387;1,119721203;0,003900137;10.1621/RMOspi4wWY.1
